hhcode,weight,food_total,nonfood_total,selfemp_income,total_income,treatment,loan_amount
1821131,1,180.59999990463257,1408,0,1588.5999999046326,1,8000
1821231,1,361,2197,45,2603,1,14400
1821339,1,298,4580,0,4878,1,14000
1821439,1,354,1865,45,2264,1,11000
1821539,1,479,8852,80,9411,1,16500
1821639,1,751,5717,0,6468,1,42000
1821739,1,390,3540,0,3930,1,18500
1821839,1,404,4465,0,4869,1,12500
1830131,1,307,7568,90,7965,1,0
1830141,1,223.60000038146973,4871,185,5279.60000038147,0,0
1830151,1,441,7830,0,8271,0,0
1830231,1,668,8986,0,9654,1,13000
1830241,1,297.8000001907349,2525,20,2842.800000190735,1,0
1830242,1,199.8000001907349,1857,25,2081.800000190735,0,0
1830251,1,809,8640,0,9449,0,4500
1830331,1,327.5,4705,60,5092.5,1,5000
1830341,1,375,4825,0,5200,0,0
1830351,1,214.60000038146973,1680,0,1894.6000003814697,0,0
1830431,1,426,3464,0,3890,1,0
1830441,1,185,2032,2.25,2219.25,1,11000
1830459,1,671,175381,0,176052,0,0
1830531,1,306,1716,0,2022,1,11000
1830541,1,291.8000001907349,3215,60,3566.800000190735,1,5000
1830542,1,214.8000001907349,2557,0,2771.800000190735,1,16000
1830543,1,225.8000001907349,1647,0,1872.8000001907349,0,0
1830631,1,361,6549,0,6910,1,8500
1830731,1,897,20555,0,21452,1,44000
1830831,1,713,21132,0,21845,1,9000
1830931,1,452.5,7031,0,7483.5,1,9000
1831031,1,391.7000000476837,36660,60,37111.700000047684,1,8000
1831131,1,329,7935,0,8264,1,8500
1831231,1,537,16005,0,16542,1,12500
1831339,1,443,25667,0,26110,1,16500
1831439,1,321,4235,0,4556,1,7500
1831539,1,347.2000000476837,3196,0,3543.2000000476837,1,6500
1831639,1,736,7410,0,8146,1,6000
1831739,1,331,2602,0,2933,1,8000
1831839,1,532,2998,55,3585,1,4000
1831939,1,318,4930,0,5248,1,9000
1832039,1,340,2685,0,3025,1,8000
1832139,1,206.5,706,0,912.5,1,5000
1832239,1,403.8000001907349,5493,0,5896.800000190735,1,7000
1840139,1,277,2213,0,2490,1,10000
1840149,1,127.5,1810,0,1937.5,0,0
1840159,1,299,3475,0,3774,0,0
1840239,1,385.8000001907349,4050,0,4435.800000190735,1,80000
1840249,1,125.5,1270,0,1395.5,0,0
1840259,1,237,16025,0,16262,0,0
1840339,1,527,9177,0,9704,1,17500
1840349,1,270,1620,0,1890,0,0
1840359,1,471,3900,0,4371,0,0
1840439,1,313,4480,0,4793,1,29500
1840449,1,148.5,2080,0,2228.5,0,0
1840459,1,367,58725,0,59092,0,28000
1840539,1,350.5,2850,50,3250.5,1,14500
1840549,1,198,2470,0,2668,0,0
1840559,1,331,2990,0,3321,0,0
1840639,1,299,5378,0,5677,1,15100
1840739,1,236.5,2935,0,3171.5,1,15000
1840839,1,192,4345,0,4537,1,5000
1840939,1,362,4514,170,5046,1,36500
1841039,1,298,3091,0,3389,1,22000
1841139,1,297,5385,0,5682,1,8500
1841239,1,267,2480,50,2797,1,15500
1841339,1,310,4565,0,4875,1,17500
1841439,1,833,11565,0,12398,1,37500
1841539,1,241,5215,0,5456,1,4500
1841639,1,421,4245,150,4816,1,35000
1841739,1,143.5,3855,0,3998.5,1,10000
1841839,1,375,5685,80,6140,1,33000
1841939,1,295.40000009536743,10166,0,10461.400000095367,1,17000
1842039,1,441,2954,0,3395,1,20000
1842139,1,630,6503,0,7133,1,6000
1910141,1,298,3940,0,4238,0,0
1910151,1,401,4070,0,4471,0,0
1910231,1,385,3740,0,4125,1,53500
1910232,1,220,3010,0,3230,1,0
1910241,1,252,2270,70,2592,0,0
1910251,1,348,3435,0,3783,0,0
1910331,1,282,3270,60,3612,1,0
1910431,1,528,9470,0,9998,1,0
1910441,1,436,3670,180,4286,0,0
1910459,1,337,4270,0,4607,1,26500
1910531,1,406,3760,0,4166,1,0
1910541,1,421,7460,0,7881,0,0
1910631,1,309,3420,0,3729,1,58500
1910641,1,378,3420,0,3798,0,0
1910731,1,499,9370,0,9869,1,81000
1910831,1,367,4200,0,4567,1,0
1910931,1,228,2730,80,3038,1,0
1911031,1,325,3790,0,4115,1,6500
1911231,1,374,3600,0,3974,1,0
1911331,1,299,3620,30,3949,1,0
1911431,1,673,7210,110,7993,1,74500
1911539,1,456,11160,50,11666,1,32500
1911639,1,310,3100,60,3470,1,60500
1911739,1,337,5150,0,5487,1,45000
1911839,1,301,2930,110,3341,1,46000
1911939,1,371,3700,0,4071,1,80500
1912039,1,383,5505,0,5888,1,47000
1920131,1,425,8015,0,8440,1,34000
1920141,1,751,76040,0,76791,0,17000
1920151,1,567,8580,0,9147,0,0
1920231,1,555,7150,0,7705,1,41000
1920241,1,517,4500,0,5017,0,0
1920251,1,803,6760,0,7563,0,0
1920331,1,522,5040,80,5642,1,17000
1920351,1,381,6765,0,7146,0,0
1920431,1,1661,27070,0,28731,1,47500
1920441,1,780,38120,0,38900,0,0
1920459,1,812,5770,140,6722,0,0
1920531,1,315,4580,0,4895,1,47000
1920541,1,246,9790,0,10036,0,0
1920631,1,375,4710,70,5155,1,0
1920641,1,378,4250,0,4628,1,0
1920731,1,267,6480,0,6747,1,23000
1920831,1,500,5640,0,6140,1,0
1920931,1,311,2550,0,2861,1,0
1921031,1,422,5030,150,5602,1,0
1921231,1,475,3790,75,4340,1,46000
1921331,1,728,15930,0,16658,1,60500
1921431,1,633,6480,70,7183,1,65500
1921539,1,69,720,0,789,1,32500
1921639,1,385,6420,90,6895,1,60000
1921739,1,513,7010,0,7523,1,51500
1921839,1,334,2960,80,3374,1,54500
1921939,1,388,5760,50,6198,1,72000
1922039,1,500,7310,0,7810,1,61500
1922139,1,643,7630,0,8273,1,53000
1922239,1,345,3440,0,3785,1,3500
1922339,1,400,4370,70,4840,1,3500
1922439,1,566,12090,0,12656,1,55500
1930131,1,268,2430,0,2698,1,0
1930141,1,285,34820,50,35155,0,8000
1930151,1,361,3230,40,3631,0,0
1930231,1,461,4520,65,5046,1,0
1930241,1,210,2560,45,2815,0,0
1930251,1,296,8240,0,8536,0,0
1930331,1,513,5330,0,5843,1,0
1930341,1,275,3150,35,3460,0,0
1930351,1,367,2840,0,3207,0,0
1930441,1,246,3770,60,4076,0,0
1930459,1,349,3490,0,3839,0,0
1930531,1,249,2905,0,3154,1,0
1930541,1,219,2250,25,2494,0,0
1930631,1,385,5680,40,6105,1,0
1930641,1,324,3756,45,4125,0,0
1930731,1,267,3390,0,3657,1,0
1930839,1,0,0,0,0,0,0
1930931,1,520,6820,0,7340,1,0
1931031,1,414,4370,25,4809,1,6000
1931131,1,391,3660,20,4071,1,0
1931231,1,265,4970,0,5235,1,0
1931232,1,175,2950,0,3125,0,0
1931331,1,340,5810,0,6150,1,0
1931431,1,699,7670,35,8404,1,0
1940139,1,503,16310,250,17063,1,43500
1940149,1,704,10230,0,10934,0,3000
1940159,1,419,10188,0,10607,0,10000
1940239,1,217,1287,0,1504,1,26500
1940249,1,168,2065,0,2233,1,9000
1940259,1,612,4146,0,4758,0,4000
1940339,1,231.5,5091,0,5322.5,1,6500
1940349,1,321,2932,80,3333,0,2000
1940359,1,1165,59760,0,60925,0,85000
1940439,1,144,2751,0,2895,1,6500
1940449,1,282,1526,0,1808,0,0
1940459,1,363,1438,0,1801,0,2000
1940539,1,616,16433,0,17049,1,125000
1940549,1,582,2772,0,3354,1,16000
1940559,1,883,33481,0,34364,1,61000
1940639,1,711,10130,0,10841,1,39500
1940739,1,163.5,2222,0,2385.5,1,32500
1940839,1,112,8725,0,8837,1,41500
1940939,1,1040,9490,0,10530,1,39000
1941039,1,235,1942,0,2177,1,15500
1941139,1,1220,16875,275,18370,1,43500
1941239,1,510,5652,0,6162,1,37500
1941339,1,244,8054,0,8298,1,45000
1941439,1,1128,12630,0,13758,1,41000
1941539,1,553,9675,0,10228,1,37000
2010131,1,49,530,0,579,1,0
2010141,1,475,71740,0,72215,0,12000
2010151,1,676,18940,0,19616,1,22000
2010231,1,193,2202,0,2395,1,0
2010241,1,306,5900,50,6256,1,2000
2010251,1,330,2590,0,2920,0,0
2010252,1,182,2615,0,2797,0,0
2010331,1,187,2532,30,2749,1,7500
2010341,1,261,3510,0,3771,0,0
2010351,1,798,29405,0,30203,1,32000
2010431,1,279,2595,15,2889,1,2000
2010441,1,590,28945,130,29665,1,8500
2010459,1,370,23255,0,23625,0,2000
2010531,1,282,3036,60,3378,1,7500
2010541,1,321,6060,0,6381,0,0
2010542,1,200,2330,0,2530,1,0
2010543,1,196,8775,0,8971,1,8000
2010631,1,134,5245,0,5379,1,0
2010731,1,194,2660,0,2854,1,18000
2010831,1,147,3040,0,3187,1,6500
2010931,1,200,2791,0,2991,1,0
2011031,1,213,2640,110,2963,1,10500
2011131,1,528,8400,0,8928,1,21500
2011132,1,182,1950,0,2132,0,0
2011231,1,202,2250,0,2452,1,10400
2011339,1,577,11825,0,12402,1,28000
2011439,1,275,3966,60,4301,1,57000
2011539,1,231,3395,0,3626,1,31000
2011639,1,279,2720,50,3049,1,5000
2011739,1,284,4045,0,4329,1,9500
2011839,1,317,3855,80,4252,1,37000
2011939,1,444,10580,170,11194,1,35500
2012039,1,370,15985,0,16355,1,2000
2020131,1,325,22950,0,23275,1,52500
2020132,1,277,5875,0,6152,1,2000
2020133,1,0,15,25,40,0,0
2020141,1,338,3570,0,3908,1,12000
2020151,1,494,6615,0,7109,0,0
2020231,1,339,5874,60,6273,1,92000
2020232,1,195,3156,60,3411,0,0
2020241,1,300,4405,0,4705,1,12000
2020251,1,253,5707,0,5960,0,0
2020252,1,184,4120,0,4304,0,0
2020331,1,268,5530,0,5798,1,26000
2020332,1,195,2960,0,3155,0,2000
2020333,1,157,2810,0,2967,1,5500
2020341,1,584,8906,0,9490,1,48500
2020351,1,239,122525,0,122764,1,8000
2020431,1,450,16140,0,16590,1,37500
2020432,1,188,2730,0,2918,0,0
2020441,1,364,6166,0,6530,1,2000
2020459,1,318,51175,0,51493,0,0
2020531,1,431,5030,0,5461,1,6000
2020541,1,82,3010,0,3092,0,0
2020631,1,571,16802,0,17373,1,58500
2020731,1,231,5778,70,6079,1,0
2020831,1,310,3270,60,3640,1,0
2020832,1,188,2250,70,2508,0,0
2020931,1,336,3647,70,4053,1,28000
2020932,1,209,3205,0,3414,0,0
2021031,1,371,10270,0,10641,1,43000
2021032,1,169,2545,0,2714,0,0
2021131,1,157,2135,90,2382,1,9000
2021231,1,395,3780,180,4355,1,16000
2021232,1,175,3030,40,3245,0,0
2021339,1,191,2220,40,2451,1,37500
2021439,1,523,7235,130,7888,1,69500
2021539,1,369,4465,0,4834,1,57000
2021639,1,106,4390,0,4496,1,24000
2021739,1,327,10239,0,10566,1,7000
2021939,1,375,6787,130,7292,1,22500
2022039,1,135,3973,0,4108,1,46000
2022139,1,312,6605,0,6917,1,10000
2022239,1,274,9295,0,9569,1,19500
2030131,1,447,4845,0,5292,1,5000
2030141,1,586,9320,17,9923,0,7000
2030151,1,147,33526,0,33673,0,0
2030152,1,213.5,3250,50,3513.5,0,0
2030231,1,383,4940,90,5413,1,2500
2030241,1,814,98970,0,99784,0,7000
2030251,1,724.5,27520,0,28244.5,0,3000
2030331,1,560,12950,0,13510,1,3500
2030341,1,208,9795,0,10003,0,6000
2030342,1,336.5,12615,50,13001.5,0,0
2030351,1,417.5,35035,0,35452.5,0,3500
2030431,1,156,2220,0,2376,1,2500
2030432,1,250,4345,0,4595,1,26500
2030441,1,302,2845,0,3147,0,3000
2030459,1,654,16115,208,16977,0,0
2030531,1,539.5,6735,0,7274.5,1,22000
2030731,1,318,4965,45,5328,1,10000
2030831,1,289,5150,50,5489,1,6000
2030931,1,412,9445,0,9857,1,7500
2031031,1,294,24319,40,24653,1,8500
2031131,1,515,7310,80,7905,1,13000
2031231,1,445,10040,0,10485,1,29500
2031339,1,423,6010,100,6533,1,4000
2031439,1,302,4940,0,5242,1,10000
2031539,1,394.5,6340,60,6794.5,1,15000
2031639,1,335,4937,0,5272,1,6000
2110131,1,648,16040,50,16738,1,65500
2110141,1,627,18955,0,19582,1,22000
2110142,1,520,6550,0,7070,0,12000
2110151,1,522,10408,0,10930,1,50500
2110231,1,1165,23260,0,24425,1,65000
2110241,1,422,7027,900,8349,1,25000
2110242,1,218,3060,0,3278,1,9500
2110251,1,1254,15690,0,16944,0,8000
2110331,1,324,8864,0,9188,1,52000
2110341,1,482,9371,0,9853,1,3000
2110351,1,1371,195741,100,197212,0,4000
2110431,1,362,13705,0,14067,1,0
2110441,1,244,6540,0,6784,1,8000
2110459,1,771,43029,0,43800,0,5000
2110531,1,118,29420,0,29538,1,18000
2110541,1,336,15668,0,16004,0,3500
2110631,1,365,29090,0,29455,1,19000
2110731,1,341,4336,60,4737,1,5000
2110831,1,423,29635,0,30058,1,35500
2110832,1,246,785,0,1031,1,0
2110931,1,306,24515,0,24821,1,21500
2111031,1,192,11000,0,11192,1,35000
2111139,1,0,0,0,0,0,0
2111231,1,244,18540,0,18784,1,27000
2111232,1,250,19496,0,19746,0,1000
2111233,1,178,4060,0,4238,0,1000
2111339,1,508,8500,0,9008,1,36500
2111439,1,449,3875,0,4324,1,37000
2111539,1,349,16610,0,16959,1,11000
2111639,1,294,10690,0,10984,1,6000
2111739,1,356,2480,130,2966,1,12500
2111839,1,213,2736,0,2949,1,13000
2120131,1,175,10887,70,11132,1,8000
2120141,1,299,3390,0,3689,0,1500
2120142,1,247,4115,85,4447,1,4000
2120151,1,1000,28400,0,29400,0,20000
2120231,1,582,7505,80,8167,1,14000
2120241,1,395,10445,85,10925,1,7000
2120251,1,1144,36868,0,38012,0,32000
2120331,1,444,20892,50,21386,1,14000
2120341,1,414,5165,0,5579,0,5000
2120342,1,542,4524,0,5066,0,1000
2120351,1,469,4890,0,5359,0,0
2120352,1,296,3332,0,3628,1,0
2120431,1,583,6127,83,6793,1,21500
2120441,1,414,3486,90,3990,0,0
2120459,1,867,10170,0,11037,1,1500
2120531,1,470,8307,150,8927,1,22500
2120541,1,135,4175,0,4310,1,9000
2120631,1,314,4447,0,4761,1,10000
2120731,1,329,3990,50,4369,1,14000
2120831,1,110,1857,0,1967,1,12000
2120931,1,289,3145,0,3434,1,15000
2120932,1,229,4797,85,5111,1,7000
2120933,1,247,3540,85,3872,0,0
2121031,1,498,7590,80,8168,1,4000
2121131,1,407,14150,80,14637,1,24500
2121231,1,343,2555,0,2898,1,3000
2121232,1,346,3155,0,3501,1,2500
2121339,1,429,9455,0,9884,1,0
2121439,1,358,11313,0,11671,1,10500
2121539,1,301,8000,0,8301,1,3000
2121639,1,534,12038,0,12572,1,5000
2121739,1,720,7367,0,8087,1,38000
2121839,1,226,2914,0,3140,1,27000
2130131,1,420,6332,50,6802,1,5000
2130141,1,542,29800,0,30342,1,47000
2130151,1,1086,21240,0,22326,0,0
2130231,1,713,174343,0,175056,1,22500
2130241,1,285,4124,0,4409,0,0
2130242,1,304,4792,0,5096,0,0
2130331,1,643,13422,150,14215,1,3500
2130341,1,575,12347,120,13042,0,1000
2130351,1,84,826,0,910,0,0
2130431,1,337,22334,0,22671,1,15500
2130432,1,369,6663,0,7032,1,18500
2130441,1,476,5410,165,6051,1,17500
2130459,1,827,26206,360,27393,0,2000
2130531,1,438,5788,60,6286,1,36000
2130541,1,389,4656,0,5045,1,2000
2130631,1,237,2118,0,2355,1,5000
2130731,1,435,11970,0,12405,1,11000
2130831,1,556,16147,80,16783,1,11500
2130832,1,378,19611,0,19989,0,15000
2130931,1,375,17521,0,17896,1,0
2130932,1,412,4682,0,5094,1,1000
2130933,1,375,6332,0,6707,1,3000
2130934,1,281,6432,80,6793,1,6000
2131031,1,560,9784,0,10344,1,8000
2131131,1,300,5006,0,5306,1,12500
2131132,1,331,5238,0,5569,0,0
2131231,1,435,6772,0,7207,1,3000
2131339,1,478,8470,90,9038,1,48000
2131439,1,190,2190,0,2380,1,0
2131539,1,402,5191,80,5673,1,9000
2131639,1,602,13511,0,14113,1,3000
2131739,1,380,4136,0,4516,1,29000
2131839,1,312,3190,0,3502,1,5000
2131939,1,365,6750,0,7115,1,67000
2132039,1,297,6100,0,6397,1,27500
2132139,1,551,6570,0,7121,1,20500
2210131,1,490,2650,90,3230,1,54000
2210141,1,926,4720,0,5646,0,0
2210151,1,672,3640,0,4312,0,0
2210231,1,421,2543,0,2964,1,62000
2210241,1,287,2323,0,2610,0,0
2210251,1,236,1878,0,2114,0,0
2210252,1,490,2440,0,2930,0,0
2210253,1,333,2050,115,2498,0,0
2210331,1,541,3275,0,3816,1,43000
2210341,1,459,3300,0,3759,0,0
2210351,1,477,4234,0,4711,0,0
2210431,1,331,2157,0,2488,1,42000
2210441,1,489,4180,0,4669,1,51000
2210459,1,591,5805,0,6396,0,0
2210531,1,9,1264,0,1273,0,0
2210541,1,512,2390,0,2902,0,0
2210542,1,373,2530,0,2903,0,0
2210543,1,356.1199999973178,2818,0,3174.119999997318,0,0
2210631,1,290,2658,0,2948,1,36000
2210641,1,428,2969,0,3397,0,0
2210731,1,538,4370,0,4908,1,48000
2210831,1,320,4231,0,4551,1,21000
2210931,1,241,7253,0,7494,1,12000
2211031,1,429,3397,0,3826,1,32000
2211131,1,525,4447,0,4972,0,0
2211231,1,498,2845,0,3343,1,47000
2211331,1,508,5050,20,5578,1,67000
2211431,1,432,2380,90,2902,1,54000
2211539,1,454,2920,0,3374,1,62000
2211639,1,412,2790,0,3202,1,49000
2211739,1,654,3540,0,4194,1,62000
2211839,1,551,2870,110,3531,1,55000
2211939,1,355,2613,110,3078,1,46000
2212039,1,433,2430,110,2973,1,58000
2212139,1,457,2700,120,3277,1,42000
2212239,1,538,2635,0,3173,1,64000
2212339,1,466,3140,110,3716,1,59000
2212439,1,418,2695,0,3113,1,55000
2212539,1,385,3220,0,3605,1,62000
2212639,1,328,3120,0,3448,1,48000
2220131,1,376.5,4555,120,5051.5,1,64000
2220141,1,425,4072,210,4707,0,0
2220151,1,482,4790,0,5272,0,0
2220152,1,524,4292,0,4816,0,0
2220153,1,862,43390,0,44252,1,7000
2220154,1,401,3160,0,3561,0,0
2220231,1,502,5180,0,5682,1,46000
2220232,1,310,2170,110,2590,0,0
2220233,1,310,2353,105,2768,0,0
2220241,1,296,3127,0,3423,0,0
2220251,1,606.5,41910,60,42576.5,0,0
2220341,1,181.5,3320,0,3501.5,0,0
2220351,1,945.5,14200,0,15145.5,0,0
2220431,1,729,9800,0,10529,0,0
2220441,1,358,2734,0,3092,1,60000
2220442,1,216,2505,0,2721,0,0
2220459,1,337,2858,0,3195,0,0
2220531,1,277,3405,0,3682,1,75000
2220532,1,399,4430,0,4829,0,0
2220533,1,241,22257,0,22498,0,0
2220631,1,315,1950,0,2265,1,41000
2220641,1,340.5,5945,0,6285.5,1,51000
2220731,1,491,8462,0,8953,1,90000
2220831,1,546,5242,0,5788,1,44000
2220931,1,590,10425,0,11015,1,71000
2221031,1,543,3685,0,4228,1,50000
2221131,1,351,8620,0,8971,1,53000
2221231,1,435,3102,0,3537,1,41000
2221331,1,441,9200,0,9641,1,105000
2221431,1,285.5,10830,0,11115.5,1,76500
2221539,1,504,2845,90,3439,1,44000
2221639,1,537,4220,0,4757,1,47000
2221739,1,545,2735,90,3370,1,48000
2221839,1,522,12025,60,12607,1,69000
2221939,1,167,1555,0,1722,1,55000
2222039,1,316,4810,0,5126,1,60000
2222139,1,334,2812,0,3146,1,44000
2222239,1,369,3990,110,4469,1,38000
2222339,1,424,3900,190,4514,1,45000
2222439,1,581,3920,0,4501,1,43000
2230131,1,469,5172,90,5731,1,48500
2230132,1,130,1213,70,1413,1,8000
2230149,1,0,0,0,0,0,0
2230151,1,292,2247,0,2539,0,0
2230231,1,329,10382,100,10811,1,67400
2230232,1,286,3500,0,3786,1,4000
2230241,1,333,10957,100,11390,1,2000
2230251,1,281,1770,0,2051,0,0
2230331,1,393,10592,0,10985,1,20000
2230341,1,400,2442,0,2842,0,0
2230351,1,327,2909,0,3236,1,10000
2230431,1,218,1687,0,1905,1,58000
2230432,1,336,1728,90,2154,1,4000
2230441,1,328,7514,90,7932,1,5000
2230459,1,412.1199999973178,3370,0,3782.119999997318,0,0
2230531,1,393,2862,0,3255,1,43000
2230541,1,533,16153,0,16686,0,0
2230631,1,228,3336,136,3700,1,34000
2230641,1,184,1757,0,1941,0,0
2230731,1,337,2954,0,3291,1,77000
2230831,1,201,3282,0,3483,1,65000
2230931,1,550,6274,0,6824,1,45000
2231031,1,253,4258,0,4511,1,51000
2231131,1,163,2384,0,2547,1,66000
2231132,1,175,3016,0,3191,1,18000
2231231,1,479,8196,0,8675,1,54500
2231331,1,476,6401,0,6877,1,60000
2231431,1,290,1454,0,1744,1,7000
2231432,1,338,4032,0,4370,0,0
2231433,1,174,3693,0,3867,0,0
2231539,1,416,2940,0,3356,1,28000
2231639,1,384,2223,0,2607,1,74500
2231739,1,199,3033,0,3232,1,44000
2231839,1,283,2340,0,2623,1,9000
2231939,1,530,4740,0,5270,1,62000
2232039,1,366,2880,0,3246,1,43000
2232139,1,416.1199999973178,2925,0,3341.119999997318,1,29000
2232239,1,419,3145,0,3564,1,57000
2232339,1,400,2695,0,3095,1,59500
2310131,1,1784,171630,350,173764,1,109000
2310141,1,507,12740,0,13247,1,12000
2310151,1,2408,217380,0,219788,0,0
2310231,1,1181,37670,410,39261,1,118000
2310241,1,1404,91925,0,93329,0,80000
2310331,1,708,43820,350,44878,1,138000
2310341,1,471,13050,0,13521,0,165000
2310351,1,829.5,19230,0,20059.5,0,120000
2310352,1,748,47560,0,48308,0,120000
2310353,1,898,50636,0,51534,1,80000
2310431,1,451,2902,0,3353,1,0
2310441,1,884.5,72270,0,73154.5,1,108500
2310459,1,2020,272020,0,274040,0,75000
2310531,1,1137,20720,0,21857,1,118000
2310631,1,502,22145,0,22647,1,90500
2310731,1,1141,32370,200,33711,1,109500
2310831,1,890,29060,0,29950,1,131500
2310832,1,677,6320,100,7097,1,34500
2310931,1,1062,44185,0,45247,1,100000
2311031,1,813,14730,0,15543,1,136500
2311032,1,463,8040,48,8551,1,0
2311131,1,923,33880,0,34803,1,106000
2311231,1,1000,49408,0,50408,1,95500
2311339,1,1262,14145,0,15407,1,116500
2311439,1,978,227100,0,228078,1,118000
2311539,1,793,35350,0,36143,1,38000
2311639,1,937,18750,0,19687,1,99500
2311739,1,1202,70305,350,71857,1,114000
2311839,1,787,19000,0,19787,1,146000
2311939,1,1732,32770,0,34502,1,402000
2312039,1,1061,74600,200,75861,1,103000
2312139,1,1739,92096,0,93835,1,145000
2320131,1,534,3432,110,4076,1,14000
2320141,1,531,23520,400,24451,1,83500
2320151,1,550,10270,0,10820,0,0
2320152,1,300.5,4600,0,4900.5,0,10000
2320231,1,647,17050,0,17697,1,109500
2320232,1,597,12720,0,13317,0,0
2320241,1,493,16580,260,17333,1,20000
2320242,1,390,8490,75,8955,1,23000
2320251,1,385.5,5536,0,5921.5,0,10000
2320252,1,476,19270,0,19746,1,19500
2320253,1,362,17720,350,18432,1,28000
2320331,1,455,3880,350,4685,1,72500
2320341,1,559,3478,110,4147,1,19500
2320351,1,431.5,7740,0,8171.5,1,87000
2320431,1,424,5310,0,5734,1,84000
2320432,1,428,4010,130,4568,1,32000
2320433,1,409,4040,110,4559,1,9000
2320434,1,282.25,4840,0,5122.25,1,116000
2320441,1,708.5,11998,0,12706.5,1,28000
2320442,1,422,63210,0,63632,1,19500
2320459,1,365.5,7100,400,7865.5,0,0
2320531,1,570,5280,0,5850,1,80500
2320541,1,457.5,3558,350,4365.5,1,72000
2320631,1,434,3564,120,4118,1,89000
2320731,1,727,26830,0,27557,1,120000
2320831,1,1182,47600,380,49162,1,140500
2320931,1,225.5,2496,70,2791.5,0,0
2320932,1,314,2884,85,3283,1,14500
2321031,1,391,7420,110,7921,1,98000
2321131,1,190,4918,60,5168,0,0
2321132,1,675,16810,0,17485,1,68000
2321231,1,1005,9660,700,11365,1,101000
2321232,1,430,6470,350,7250,1,26000
2321339,1,350,3708,0,4058,1,120000
2321439,1,617,12050,350,13017,1,100500
2321539,1,764,104360,0,105124,1,111500
2321639,1,665,9236,0,9901,1,154000
2321739,1,456,37100,400,37956,1,102000
2321839,1,695,55868,0,56563,1,96500
2321939,1,695,7296,110,8101,1,98000
2330131,1,533,35192,0,35725,1,66000
2330141,1,862,8736,350,9948,0,10000
2330151,1,366,9322,0,9688,0,0
2330231,1,1009,26526,0,27535,1,76500
2330241,1,370,14105,0,14475,0,0
2330251,1,529,4798,0,5327,0,0
2330331,1,401,3940,0,4341,1,66000
2330341,1,814,16034,0,16848,0,5000
2330351,1,360,11410,300,12070,0,0
2330431,1,1006,18700,0,19706,1,85000
2330441,1,297,3076,0,3373,0,0
2330459,1,1107,62067,0,63174,0,300000
2330531,1,512,12250,0,12762,1,75000
2330541,1,743,10670,0,11413,1,64000
2330631,1,950,113960,0,114910,1,61000
2330731,1,597,6885,0,7482,1,79000
2330831,1,423,5888,0,6311,1,82000
2330931,1,552,14018,0,14570,1,60000
2331031,1,1277.5,263798,0,265075.5,1,140600
2331131,1,339,9575,0,9914,1,67000
2331231,1,825,7214,310,8349,1,18000
2331339,1,794,14518,0,15312,1,53000
2331439,1,364,9625,0,9989,1,51000
2331539,1,567,23350,0,23917,1,78000
2331639,1,348,30680,0,31028,1,75000
2331739,1,536,13830,0,14366,1,79000
2331839,1,496,260270,0,260766,1,40000
2331939,1,686,6615,110,7411,1,88000
2332039,1,1053,27397,0,28450,1,25000
2332139,1,482,20160,150,20792,1,31500
2332239,1,735,15250,0,15985,1,71500
2332339,1,641,16000,60,16701,1,180500
2410131,1,430,6740,0,7170,1,59000
2410141,1,309,3057,110,3476,0,0
2410151,1,478,8650,0,9128,0,0
2410231,1,219,2320,0,2539,1,67000
2410241,1,346,8970,120,9436,0,10000
2410331,1,375,3868,0,4243,0,4500
2410341,1,196,1108,0,1304,0,0
2410351,1,342,3730,0,4072,0,0
2410431,1,299,4020,0,4319,1,41000
2410459,1,553,9080,160,9793,0,0
2410531,1,565,9800,0,10365,1,56000
2410541,1,364,4546,0,4910,1,21000
2410631,1,305,4020,0,4325,1,26000
2410731,1,305,3750,0,4055,1,37000
2410931,1,649,45310,0,45959,1,72000
2411031,1,413,12190,0,12603,1,12000
2411231,1,674,6016,0,6690,1,54000
2411339,1,239,2700,0,2939,1,16000
2411439,1,416,3440,0,3856,1,31500
2411539,1,335,6010,90,6435,1,41000
2411639,1,619,9680,0,10299,1,41000
2411739,1,367,3085,85,3537,1,31000
2411839,1,591,11121,0,11712,1,49000
2411939,1,396,6060,0,6456,1,0
2412039,1,310,10930,0,11240,1,0
2412139,1,357,6770,70,7197,1,0
2420131,1,1178,82250,0,83428,0,0
2420141,1,393,5120,0,5513,0,0
2420151,1,349,67380,0,67729,0,10000
2420231,1,302,5728,0,6030,1,0
2420241,1,572,8853,0,9425,1,23000
2420251,1,696,108740,0,109436,0,0
2420331,1,496,6500,0,6996,1,48000
2420351,1,544,7620,0,8164,0,12000
2420431,1,415,7740,0,8155,1,68000
2420441,1,387,4120,85,4592,0,5000
2420459,1,895,11045,0,11940,0,0
2420531,1,590,10750,0,11340,1,78000
2420541,1,349,7955,0,8304,1,15000
2420631,1,437,8748,450,9635,1,86000
2420731,1,462,9050,0,9512,1,32000
2420831,1,560,3920,0,4480,1,60500
2420931,1,513,9020,0,9533,1,73500
2421031,1,1122,35935,0,37057,1,13000
2421131,1,515,10170,0,10685,1,100000
2421132,1,732,11590,0,12322,0,0
2421231,1,583,10520,0,11103,1,8000
2421232,1,442,4550,0,4992,0,0
2421339,1,418,6171,0,6589,1,19000
2421439,1,550,4890,0,5440,1,15000
2421539,1,638,12365,0,13003,1,71500
2421639,1,508,5880,0,6388,1,11000
