"casenum","date","weight_","hhcode","pid","aelsid","aelsde","s12_3q21","s12_3q22","s12_3q31","s12_3q32","s12_3q41","s12_3q42","s12_3q51","s12_3q52","s12_3q61","s12_3q62","s12_3q71","s12_3q72"
25,"10/26/99",1,2021939,1,1,"Purchased",1.79769313486232e+308,400,100,150,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,250,250
26,"10/26/99",1,2021939,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1500
27,"10/26/99",1,2022039,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,70,70
28,"10/26/99",1,2022039,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,380
29,"10/26/99",1,2022139,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,70,70
30,"10/26/99",1,2022139,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,110
31,"10/26/99",1,2022239,1,1,"Purchased",1.79769313486232e+308,1000,150,150,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,40,40
32,"10/26/99",1,2022239,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300
36,"10/26/99",1,2030432,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,500,500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,300
38,"10/26/99",1,2031439,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,300
37,"10/26/99",1,2031439,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"10/26/99",1,2031539,1,1,"Purchased",1.79769313486232e+308,1000,1.79769313486232e+308,200,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,7000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"10/26/95",1,2110141,1,1,"Purchased",120,200,100,250,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,300
9,"10/26/95",1,2110151,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6000,1.79769313486232e+308,1.79769313486232e+308,300,400
12,"10/26/95",1,2110241,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,200,300,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2800,1.79769313486232e+308,1.79769313486232e+308,150,250
14,"10/26/95",1,2110242,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"10/26/95",1,2111339,1,1,"Purchased",1.79769313486232e+308,200,1.79769313486232e+308,120,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,240
5,"10/26/95",1,2111439,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,50,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3000,1.79769313486232e+308,1.79769313486232e+308
4,"10/26/95",1,2111539,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,45,80,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3500,30,80
3,"10/26/95",1,2111639,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200
2,"10/26/95",1,2111739,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,50,80,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2000,1.79769313486232e+308,50
1,"8/09/99",1,2111839,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,200,300,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4000,3000,80,250
23,"10/27/95",1,2120459,1,1,"Purchased",800,800,350,350,20000,24500,5500,5000,1500,2000,200,1425
17,"10/26/95",1,2121339,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,60,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100
18,"10/26/95",1,2121439,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,200,200,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,300
19,"10/27/95",1,2121539,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,350
20,"10/27/95",1,2121639,1,1,"Purchased",1.79769313486232e+308,200,1.79769313486232e+308,200,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,7000,1.79769313486232e+308,400,1.79769313486232e+308,250
21,"10/27/95",1,2121739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,80,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,410
22,"10/27/95",1,2121839,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2500,1.79769313486232e+308,750
27,"10/27/95",1,2130141,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,80,1.79769313486232e+308,1800,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1600,1.79769313486232e+308,80
24,"10/27/95",1,2130432,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,200
28,"10/27/95",1,2130441,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"10/27/95",1,2131339,1,1,"Purchased",1.79769313486232e+308,200,1.79769313486232e+308,210,1.79769313486232e+308,1.79769313486232e+308,5000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"10/27/95",1,2131339,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3000,1.79769313486232e+308,1.79769313486232e+308
31,"10/27/95",1,2131439,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"10/27/95",1,2131539,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,80,200
33,"10/27/95",1,2131639,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,80,250
34,"10/27/95",1,2131739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4000,1.79769313486232e+308,1000,1.79769313486232e+308,50
35,"10/27/95",1,2131839,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"10/27/95",1,2131939,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2400,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2920
37,"10/27/95",1,2132039,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000
38,"10/27/95",1,2132139,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,660
58,"10/27/99",1,2211539,1,1,"Purchased",90,140,30,40,6000,9000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700,990
62,"10/27/99",1,2211639,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4000,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600,320
1.79769313486232e+308,"",1.79769313486232e+308,2211739,1,1,"",1.79769313486232e+308,1.79769313486232e+308,20,20,1.79769313486232e+308,20,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,320
61,"10/27/99",1,2211839,1,1,"Purchased",80,160,20,30,6000,9000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,800,1530
63,"10/27/99",1,2211939,1,1,"Purchased",80,120,1.79769313486232e+308,1.79769313486232e+308,6000,8000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600,990
66,"10/27/99",1,2212039,1,1,"Purchased",90,130,1.79769313486232e+308,1.79769313486232e+308,6000,8000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,800,1530
64,"10/27/99",1,2212139,1,1,"Purchased",80,130,1.79769313486232e+308,1.79769313486232e+308,6000,9000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700,890
65,"10/27/99",1,2212239,1,1,"Purchased",1,80,110,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400,140
60,"10/27/99",1,2212339,1,1,"Purchased",90,240,1.79769313486232e+308,1.79769313486232e+308,6000,8000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700,1170
59,"10/27/99",1,2212439,1,1,"Purchased",160,220,1.79769313486232e+308,1.79769313486232e+308,6000,8000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600,810
84,"10/27/99",1,2220641,1,1,"Purchased",200,200,100,220,1.79769313486232e+308,1.79769313486232e+308,5000,9500,1500,1500,200,450
85,"10/27/99",1,2220641,1,2,"Inherited",2,250,250,130,130,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"10/27/99",1,2231639,1,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"10/27/99",1,2231739,1,2,"Inherited",80,110,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"10/27/99",1,2231839,1,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"10/27/99",1,2231939,1,1,"Purchased",190,230,1.79769313486232e+308,1.79769313486232e+308,7000,12000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2500,3730
91,"10/27/99",1,2232039,1,1,"Purchased",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,620,540
92,"10/27/99",1,2232239,1,1,"Purchased",180,230,1.79769313486232e+308,1.79769313486232e+308,6000,18000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,520,420
111,"10/27/99",1,2310141,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600,200
113,"10/27/99",1,2310353,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,300
112,"10/27/99",1,2310441,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2500,1600
102,"10/27/99",1,2310832,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500,450
103,"10/27/99",1,2311339,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200
104,"10/27/99",1,2311439,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,300
105,"10/27/99",1,2311639,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,190
106,"10/27/99",1,2311739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,650
107,"10/27/99",1,2311839,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,24000,1.79769313486232e+308,6000,200,520
108,"10/27/99",1,2311939,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,470
109,"10/27/99",1,2312039,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400
110,"10/27/99",1,2312139,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,20000,29800,1.79769313486232e+308,1200,200,540
124,"10/27/99",1,2320241,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
125,"10/27/99",1,2320242,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600,800
127,"10/27/99",1,2320252,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
130,"10/27/99",1,2320253,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
128,"10/27/99",1,2320432,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500,150
129,"10/27/99",1,2320541,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500,360
114,"10/27/99",1,2320932,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
115,"10/27/99",1,2321132,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5000,6050
116,"10/27/99",1,2321232,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
117,"10/27/99",1,2321339,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,440
118,"10/27/99",1,2321439,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,800
119,"10/27/99",1,2321539,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700,1120
120,"10/27/99",1,2321639,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600,900
121,"10/27/99",1,2321739,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
122,"10/27/99",1,2321839,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3000,8000,11500,2000,1500,400,1180
123,"10/27/99",1,2321939,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600,1380
93,"10/27/99",1,2331339,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,10000,15000,25000,35000,2000,1000,1000,1830
94,"10/27/99",1,2331439,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,40000,33500,6000,4500,4000,3620
95,"10/27/99",1,2331539,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5000,1500,1.79769313486232e+308,2000,200,425
96,"10/27/99",1,2331639,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100
97,"10/27/99",1,2331739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,440
98,"10/27/99",1,2332039,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5000,1.79769313486232e+308,1500,500,1200
99,"10/27/99",1,2332139,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,250
100,"10/27/99",1,2332239,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500,1220
101,"10/27/99",1,2332339,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,20000,1.79769313486232e+308,3500,1.79769313486232e+308,1.79769313486232e+308
37,"10/27/99",1,2410541,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,1.79769313486232e+308,90
36,"10/27/99",1,2410541,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,50,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"10/27/99",1,2420241,1,1,"Purchased",400,400,100,100,1.79769313486232e+308,5000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8000
46,"10/27/99",1,2421339,1,1,"Purchased",700,700,500,500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2890
47,"10/27/99",1,2421439,1,1,"Purchased",550,550,300,300,1.79769313486232e+308,1.79769313486232e+308,7000,7000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2990
48,"10/27/99",1,2421439,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,1.79769313486232e+308,1.79769313486232e+308
49,"10/27/99",1,2421539,1,1,"Purchased",500,28000,1.79769313486232e+308,400,1.79769313486232e+308,11500,1.79769313486232e+308,5000,1.79769313486232e+308,3500,1.79769313486232e+308,5000
50,"10/27/99",1,2421739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,100,150,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,1300
