"casenum","date","weight_","hhcode","s9_1q1","s9_1q2","pid","program","s9_1q5","s9_1q6","s9_1q7","s9_1q8","s9_1q9","s9_1q10","s9_1q11","s9_1q12","s9_1q13","s9_1q14","s9_1q15","s9_1q16","s9_1q17","s9_1q18","s9_1q19","s9_1q20","s9_1q21","s9_1q22"
6,"7/29/99",1,130711,1,1,2,5,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,2,20,0,6,0,0,1.79769313486232e+308,1.79769313486232e+308,8,1.79769313486232e+308,20
8,"7/29/99",1,130712,1,1,2,5,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,2,20,4,1.79769313486232e+308,1,4,6,5,52,5,17
10,"7/29/99",1,130811,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,7,12,2,5,25,5,7,0,1,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
9,"7/29/99",1,130811,1,1,2,3,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,15,2,6,0,2,1.79769313486232e+308,1.79769313486232e+308,2,5,40
11,"7/29/99",1,130911,1,1,3,1,3,2,1.79769313486232e+308,1.79769313486232e+308,3,7,1,2,5,3,1.79769313486232e+308,1,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
12,"7/29/99",1,131011,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1,12,2,5,10,3,3,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
13,"7/29/99",1,131011,1,1,2,8,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,25,0,2,0,0,1.79769313486232e+308,1.79769313486232e+308,6,1,1.79769313486232e+308
14,"7/29/99",1,131111,1,1,1,5,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,5,10,5,0,0,1.79769313486232e+308,1.79769313486232e+308,8,19,1.79769313486232e+308
15,"7/29/99",1,131211,1,1,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,1,4,1,2,17,5,3,0,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
16,"7/29/99",1,131211,1,1,2,3,1,2,1.79769313486232e+308,1.79769313486232e+308,1,4,1,2,5,3,4,0,1,2,3,40,1.79769313486232e+308,1.79769313486232e+308
69,"6/18/99",1,210131,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"6/18/99",1,210141,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"6/18/99",1,210151,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"6/18/99",1,210231,1,1,2,3,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,0,5,1.79769313486232e+308,2,0,1.79769313486232e+308,1.79769313486232e+308,2,5,30
84,"6/18/99",1,210241,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"6/18/99",1,210251,1,1,2,8,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,360,0,6,0,0,1.79769313486232e+308,1.79769313486232e+308,5,5,25
90,"6/18/99",1,210251,1,1,3,8,3,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,360,0,6,0,0,1.79769313486232e+308,1.79769313486232e+308,4,5,25
71,"6/18/99",1,210331,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"6/18/99",1,210332,1,1,2,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,3,25,0,6,2,1,2,1.79769313486232e+308,12,5,30
85,"6/18/99",1,210341,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"6/18/99",1,210351,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"6/18/99",1,210411,1,1,2,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,3,25,7,1.79769313486232e+308,15,1,2,1.79769313486232e+308,12,5,40
86,"6/18/99",1,210441,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,22,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"6/18/99",1,210459,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"6/18/99",1,210511,1,1,4,8,4,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,30,3,1.79769313486232e+308,15,0,1.79769313486232e+308,1.79769313486232e+308,12,5,30
75,"6/18/99",1,210511,1,1,6,8,6,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,30,3,1.79769313486232e+308,15,0,1.79769313486232e+308,1.79769313486232e+308,12,5,30
87,"6/18/99",1,210541,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"6/18/99",1,210611,1,1,2,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,25,14,1.79769313486232e+308,1,1,2,1.79769313486232e+308,4,5,72
77,"6/18/99",1,210731,1,1,2,3,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,22,12,1.79769313486232e+308,1,0,1.79769313486232e+308,1.79769313486232e+308,1,5,40
78,"6/18/99",1,210811,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"6/18/99",1,210931,1,1,2,3,2,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,2,1.79769313486232e+308,22,5,1.79769313486232e+308,4,1,2,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308
80,"6/18/99",1,211031,1,1,2,3,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,22,10,1.79769313486232e+308,4,0,1.79769313486232e+308,1.79769313486232e+308,1,5,40
81,"6/18/99",1,211131,1,1,2,3,2,2,1.79769313486232e+308,1.79769313486232e+308,7,15,2,1,22,12,1.79769313486232e+308,2,0,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308
82,"6/18/99",1,211231,1,1,2,3,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,0,5,1.79769313486232e+308,1,0,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308
25,"7/29/99",1,220111,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,15,2,1.79769313486232e+308,12,1,2,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
38,"8/04/99",1,220141,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"8/04/99",1,220151,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"8/04/99",1,220211,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,30,9,6,1,1,2,1.79769313486232e+308,24,5,30
39,"8/04/99",1,220241,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"8/04/99",1,220251,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
27,"8/04/99",1,220311,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,9,1.79769313486232e+308,2,1.79769313486232e+308,0,1,6,1,1,2,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
40,"8/04/99",1,220341,1,1,2,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,35,0,4,0,1,2,1.79769313486232e+308,8,5,30
45,"8/04/99",1,220351,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
28,"8/04/99",1,220411,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,9,1.79769313486232e+308,2,1.79769313486232e+308,17,1,8,1,1,2,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308
29,"8/04/99",1,220412,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"8/04/99",1,220441,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"8/04/99",1,220459,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"8/04/99",1,220511,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,6,1.79769313486232e+308,2,1.79769313486232e+308,0,1,7,1,1,2,1.79769313486232e+308,4,1.79769313486232e+308,1.79769313486232e+308
42,"8/04/99",1,220541,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"8/04/99",1,220611,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,2,1.79769313486232e+308,17,0,11,3,1,2,1.79769313486232e+308,4,1.79769313486232e+308,1.79769313486232e+308
32,"8/04/99",1,220711,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,9,1.79769313486232e+308,2,1.79769313486232e+308,15,2,1.79769313486232e+308,1,1,2,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308
33,"8/04/99",1,220911,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,9,1.79769313486232e+308,2,1.79769313486232e+308,0,1,7,1,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
34,"8/04/99",1,221011,1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,5,10,1.79769313486232e+308,3,1,2,1.79769313486232e+308,12,5,18
35,"8/04/99",1,221111,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,9,1.79769313486232e+308,2,1,0,2,7,2,0,1.79769313486232e+308,1.79769313486232e+308,4,1.79769313486232e+308,1.79769313486232e+308
36,"8/04/99",1,221112,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"8/04/99",1,221211,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,2,1.79769313486232e+308,10,2,1.79769313486232e+308,2,1,3,1.79769313486232e+308,8,1.79769313486232e+308,1.79769313486232e+308
201,"6/19/99",1,230111,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
214,"6/19/99",1,230141,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,16,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
218,"6/19/99",1,230151,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
219,"6/19/99",1,230152,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
202,"6/19/99",1,230211,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
215,"6/19/99",1,230241,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
220,"6/19/99",1,230251,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
203,"6/19/99",1,230311,1,1,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,12,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
