"casenum","date","weight_","hhcode","s9_1q1","s9_1q2","pid","program","s9_1q5","s9_1q6","s9_1q7","s9_1q8","s9_1q9","s9_1q10","s9_1q11","s9_1q12","s9_1q13","s9_1q14","s9_1q15","s9_1q16","s9_1q17","s9_1q18","s9_1q19","s9_1q20","s9_1q21","s9_1q22"
99,"8/08/99",1,1530241,1,1,1,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,0,1,8,0,1,3,5,17,1.79769313486232e+308,22
104,"8/08/99",1,1530251,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"8/08/99",1,1530321,1,1,1,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,10,14,2,0,3,5,1,12,5,23
81,"8/08/99",1,1530321,1,1,2,8,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,5,1,10,0,1,3,5,42,5,15
100,"8/08/99",1,1530341,1,1,4,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,10,1,9,1,2,5,1.79769313486232e+308,8,5,25
105,"8/08/99",1,1530351,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"8/08/99",1,1530441,1,1,3,8,3,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,2,0,1,1.79769313486232e+308,0,5,3,1,13,5,29
106,"8/08/99",1,1530459,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,21,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"8/08/99",1,1530521,1,1,1,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,2,15,2,1,2,4,5,12,5,23
83,"8/08/99",1,1530521,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,0,1,5,3,12,1.79769313486232e+308,1.79769313486232e+308
102,"8/08/99",1,1530541,1,1,4,8,4,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,15,1,3,0,5,3,1,30,5,30
84,"8/08/99",1,1530621,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,2,4,10,10,1.79769313486232e+308,0,1,2,5,12,1.79769313486232e+308,1.79769313486232e+308
85,"8/08/99",1,1530621,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,15,2,4,0,3,5,1,12,5,32
88,"8/08/99",1,1530821,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,2,3,10,4,1.79769313486232e+308,0,2,3,4,25,1.79769313486232e+308,1.79769313486232e+308
89,"8/08/99",1,1530821,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,15,1,3,0,1,3,5,25,5,26
87,"8/08/99",1,1530821,1,1,3,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,15,1,1,0,1,3,5,25,5,26
90,"8/08/99",1,1530921,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,13,15,2,4,10,4,6,0,3,4,5,12,1.79769313486232e+308,1.79769313486232e+308
91,"8/08/99",1,1531021,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,1,2,10,7,6,2,3,4,5,12,1.79769313486232e+308,1.79769313486232e+308
92,"8/08/99",1,1531021,1,1,2,3,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,0,1,6,0,1,3,5,2,5,40
93,"8/08/99",1,1531021,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,15,0,7,0,3,4,5,2,5,32
94,"8/08/99",1,1531121,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,1,2,10,4,6,0,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
95,"8/08/99",1,1531121,1,1,7,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,10,1,6,1,1,3,5,34,5,30
96,"8/08/99",1,1531122,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,10,1,10,1,1,2,3,12,5,30
97,"8/08/99",1,1531221,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,13,9,2,4,10,4,1.79769313486232e+308,0,2,3,5,12,1.79769313486232e+308,1.79769313486232e+308
135,"6/12/99",1,1610121,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,2,5,0,4,1,0,0,1.79769313486232e+308,1.79769313486232e+308,24,1.79769313486232e+308,1.79769313486232e+308
135,"6/15/99",1,1610121,1,1,2,4,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,0,3,6,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,15
168,"6/15/99",1,1610141,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
175,"6/15/99",1,1610151,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
136,"6/15/99",1,1610221,1,1,1,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,4,0,7,1,1,0,1.79769313486232e+308,1.79769313486232e+308,12,5,19
169,"6/15/99",1,1610241,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
176,"6/15/99",1,1610251,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
177,"6/15/99",1,1610252,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
170,"6/15/99",1,1610341,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
171,"6/15/99",1,1610342,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
178,"6/15/99",1,1610351,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
141,"6/15/99",1,1610421,1,1,2,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,0,3,1,3,1,2,3,12,5,33
138,"6/15/99",1,1610421,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,5,1.79769313486232e+308,0,10,1,1,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
139,"6/15/99",1,1610421,1,1,2,8,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,0,10,1,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,23
172,"6/15/99",1,1610441,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
179,"6/15/99",1,1610459,1,1,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,5,1.79769313486232e+308,0,3,1.79769313486232e+308,0,1,2,3,12,1.79769313486232e+308,1.79769313486232e+308
143,"6/15/99",1,1610521,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,14,1.79769313486232e+308,1,2,0,4,2,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
142,"6/15/99",1,1610521,1,1,3,2,3,2,1.79769313486232e+308,1.79769313486232e+308,12,15,1,2,0,2,6,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
173,"6/15/99",1,1610541,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
174,"6/15/99",1,1610542,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,27,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
146,"6/15/99",1,1610621,1,1,1,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,4,0,5,4,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,19
147,"6/15/99",1,1610621,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,4,0,2,1,0,1,3,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"6/15/99",1,1610621,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,1,4,0,3,4,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
148,"6/15/99",1,1610721,1,1,3,2,3,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,4,0,4,1,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1.79769313486232e+308
149,"6/15/99",1,1610722,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"6/15/99",1,1610821,1,1,1,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,15,1.79769313486232e+308,0,6,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308
150,"6/15/99",1,1610821,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,0,3,3,1,1,3,4,8,5,20
151,"6/15/99",1,1610821,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,15,1.79769313486232e+308,0,8,3,0,0,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308
153,"6/15/99",1,1610822,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
154,"6/15/99",1,1610921,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"6/15/99",1,1610922,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"6/15/99",1,1610923,1,1,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,7,15,2,4,0,2,1.79769313486232e+308,0,1,3,4,12,1.79769313486232e+308,1.79769313486232e+308
156,"6/15/99",1,1610923,1,1,2,4,1,2,1.79769313486232e+308,1.79769313486232e+308,7,15,2,4,0,4,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
158,"6/15/99",1,1610924,1,1,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,2,5,0,3,1,0,1,3,4,2,1.79769313486232e+308,1.79769313486232e+308
159,"6/15/99",1,1611021,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,3,1.79769313486232e+308,0,1,3,4,2,5,22
160,"6/15/99",1,1611021,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,16,1.79769313486232e+308,1,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
161,"6/15/99",1,1611022,1,1,2,1,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5,0,2,10,1,1,2,3,1,5,22
162,"6/15/99",1,1611022,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,27,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
163,"6/15/99",1,1611121,1,1,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,5,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
164,"6/15/99",1,1611221,1,1,1,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,0,4,1.79769313486232e+308,2,0,1.79769313486232e+308,1.79769313486232e+308,1,5,22
165,"6/15/99",1,1611221,1,1,2,4,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,1,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,25
166,"6/15/99",1,1611222,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
28,"8/02/99",1,1620121,1,1,1,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,5,1.79769313486232e+308,0,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
29,"8/03/99",1,1620121,1,1,1,8,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,0,3,6,0,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
32,"8/03/99",1,1620121,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,0,2,5,0,1,3,4,12,1.79769313486232e+308,1.79769313486232e+308
30,"8/03/99",1,1620121,1,1,2,3,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,0,5,1,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,25
31,"8/03/99",1,1620121,1,1,2,4,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,5,1.79769313486232e+308,0,3,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308
60,"8/03/99",1,1620141,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,2,4,0,1,3,4,12,5,25
59,"8/03/99",1,1620141,1,1,2,3,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,4,0,5,1,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,40
61,"8/03/99",1,1620141,1,1,2,5,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,1,2,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,14
66,"8/03/99",1,1620151,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"8/03/99",1,1620221,1,1,1,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,2,4,0,10,1.79769313486232e+308,2,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
62,"8/03/99",1,1620241,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6,8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"8/03/99",1,1620251,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"8/03/99",1,1620321,1,1,1,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,5,4,0,13,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
35,"8/03/99",1,1620321,1,1,2,4,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,3,7,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,25
63,"8/03/99",1,1620341,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"8/03/99",1,1620351,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"8/03/99",1,1620441,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"8/03/99",1,1620459,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"8/03/99",1,1620521,1,1,1,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,2,4,0,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
37,"8/03/99",1,1620522,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"8/03/99",1,1620541,1,1,1,5,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,0,7,1,0,0,1.79769313486232e+308,1.79769313486232e+308,12,12,12
38,"8/03/99",1,1620721,1,1,1,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,2,4,0,15,1.79769313486232e+308,4,0,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,1.79769313486232e+308
39,"8/03/99",1,1620721,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,2,1.79769313486232e+308,0,1,2,3,4,5,25
40,"8/03/99",1,1620721,1,1,2,4,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,4,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,16
