"casenum","date","weight_","hhcode","pid","respid","s13_1q3","s13_1q4","s13_1q5","s13_1q6","s13_1q7","s13_1q8","s13_1q9","s13_1q10","s13_1q11"
49,"7/23/99",1,121011,2,2,1,16,5000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"7/23/99",1,121011,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"7/23/99",1,121111,7,7,1,17,12000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"7/23/99",1,121211,2,1,1,15,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"7/23/99",1,121211,3,1,1,14,0,0,2,0,2,1990,1.79769313486232e+308
54,"7/23/99",1,121211,9,1,1,14,0,0,0.00999999977648258,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"8/04/99",1,130141,2,2,1,13,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"8/04/99",1,130151,2,2,1,17,4500,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"8/04/99",1,130211,2,2,1,16,500,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"8/04/99",1,130241,2,2,1,15,3500,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"8/04/99",1,130241,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"8/04/99",1,130251,2,2,1,16,0,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"8/04/99",1,130311,4,4,1,18,5500,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"8/04/99",1,130351,2,2,1,18,2300,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"8/04/99",1,130352,2,2,1,16,14000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"8/04/99",1,130353,2,2,1,16,27000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"8/04/99",1,130354,2,1,1,18,29000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"8/04/99",1,130355,2,2,1,17,17000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"8/04/99",1,130411,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"8/04/99",1,130441,2,2,1,18,1200,0,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
27,"8/04/99",1,130459,2,2,1,20,0,0,0.5,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"8/04/99",1,130541,11,2,1,20,15000,0,5,18,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"8/04/99",1,130542,2,2,1,20,5500,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"8/04/99",1,130611,6,6,1,18,10000,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"8/04/99",1,130711,7,2,1,20,5000,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"8/04/99",1,130712,2,2,1,17,7000,0,13,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"8/04/99",1,130811,2,2,1,19,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"8/04/99",1,130911,4,4,1,18,21000,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"8/04/99",1,131011,2,2,1,20,0,0,6,15,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"8/04/99",1,131111,2,2,1,17,4200,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"8/04/99",1,131211,2,2,1,16,6000,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"6/19/99",1,210131,5,5,1,17,7000,0,4.80000019073486,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"6/19/99",1,210141,2,2,1,17,2000,0,1.61000001430511,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"6/19/99",1,210151,2,2,1,17,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"6/19/99",1,210231,2,2,1,15,0,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"6/19/99",1,210241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"6/19/99",1,210251,2,2,1,16,0,0,4.80000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"6/19/99",1,210251,3,3,1,17,0,0,1.60000002384186,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"6/19/99",1,210331,2,2,1,15,0,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"6/19/99",1,210332,2,2,1,13,7000,0,3.22000002861023,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"6/19/99",1,210341,2,2,1,15,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/30/99",1,210341,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"6/19/99",1,210341,8,8,1,17,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"6/19/99",1,210351,2,2,1,20,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"6/19/99",1,210351,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"6/19/99",1,210351,6,6,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"6/19/99",1,210351,8,8,1,17,1500,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"6/19/99",1,210411,2,1,1,15,1700,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"6/19/99",1,210441,2,2,1,17,0,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"6/19/99",1,210441,3,3,1,16,0,0,1.60000002384186,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"6/19/99",1,210441,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"6/19/99",1,210441,6,6,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"6/19/99",1,210459,3,3,1,17,3000,0,9.5,96,2,1990,1.79769313486232e+308
34,"6/19/99",1,210511,4,4,1,13,0,0,0.800000011920929,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"6/19/99",1,210511,6,6,1,16,0,0,0,0,1,1993,1.79769313486232e+308
60,"6/19/99",1,210541,2,2,1,18,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"6/19/99",1,210541,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"6/19/99",1,210611,2,2,1,14,500,0,0.805000007152557,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"6/19/99",1,210731,2,2,1,17,5000,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"6/19/99",1,210731,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"6/19/99",1,210731,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"6/19/99",1,210811,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
42,"6/19/99",1,210931,2,2,1,16,1000,0,25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"6/19/99",1,210931,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"6/19/99",1,211031,2,2,1,17,0,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"6/19/99",1,211031,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"6/19/99",1,211031,6,6,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"6/19/99",1,211031,7,7,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"6/19/99",1,211131,2,2,1,17,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"6/19/99",1,211131,6,6,1,17,0,0,4.80000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"6/19/99",1,211231,2,2,1,17,0,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"6/19/99",1,211231,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"8/01/99",1,220111,4,4,1,17,5000,0,1.60000002384186,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"8/04/99",1,220141,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"8/04/99",1,220151,2,2,1,15,0,0,1.60000002384186,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"8/04/99",1,220211,2,2,1,18,1400,0,0.800000011920929,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"8/04/99",1,220241,2,2,1,16,0,0,6.44000005722046,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"8/04/99",1,220241,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"8/04/99",1,220241,6,6,1,17,5000,0,4.80000019073486,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"8/04/99",1,220251,4,4,1,15,0,0,3.22000002861023,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"8/04/99",1,220311,2,2,1,17,600,0,4.80000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"8/04/99",1,220341,2,2,1,16,250,0,1.60000002384186,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"8/04/99",1,220351,2,2,1,15,0,0,0.200000002980232,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"8/04/99",1,220351,7,7,1,16,3000,0,9,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"8/04/99",1,220411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"8/04/99",1,220412,2,2,1,16,0,0,0.800000011920929,8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"8/04/99",1,220441,2,2,1,16,0,0,8,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"8/04/99",1,220441,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"8/04/99",1,220459,2,2,1,16,0,0,6.44000005722046,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"8/04/99",1,220459,6,6,1,17,7000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"8/04/99",1,220511,3,3,1,16,7000,0,6.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"8/04/99",1,220541,2,2,1,16,300,0,0.400000005960464,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"8/04/99",1,220611,2,2,1,16,0,0,28.8999996185303,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"8/04/99",1,220711,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"8/04/99",1,220911,2,2,1,17,500,0,3.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"8/04/99",1,220911,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"8/04/99",1,221011,1,1,1,17,900,0,1.60000002384186,0,1,1991,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,221011,3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"8/04/99",1,221111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"8/04/99",1,221112,2,2,1,16,7000,0,6.40000009536743,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"8/04/99",1,221211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
215,"6/20/99",1,230111,2,2,1,16,0,0,3.22000002861023,0,1,1996,1.79769313486232e+308
232,"6/20/99",1,230141,2,2,1,14,3000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
239,"6/20/99",1,230151,2,2,1,16,0,100,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
240,"6/20/99",1,230151,6,6,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
241,"6/20/99",1,230152,2,2,1,16,4000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
216,"6/20/99",1,230211,2,2,1,16,0,0,1.60000002384186,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
233,"6/20/99",1,230241,2,2,1,15,0,60,4.80000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
234,"6/20/99",1,230241,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
242,"6/20/99",1,230251,2,1,1,18,0,0,4.80000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
243,"6/20/99",1,230251,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
217,"6/20/99",1,230311,2,2,1,16,0,0,3.22000002861023,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
245,"6/20/99",1,230351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
246,"6/20/99",1,230352,2,2,1,15,6000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
218,"6/20/99",1,230411,2,2,1,17,3000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
235,"6/20/99",1,230441,2,2,1,17,0,0,0.400000005960464,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
236,"6/20/99",1,230441,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
237,"6/20/99",1,230441,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
247,"6/20/99",1,230459,2,2,1,16,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
219,"6/20/99",1,230511,2,2,1,16,0,0,4.82999992370606,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
220,"6/20/99",1,230511,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
221,"6/20/99",1,230511,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
238,"6/20/99",1,230541,2,1,1,17,500,0,1.5,2.5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
222,"6/20/99",1,230611,2,2,1,16,0,0,4.80000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
223,"6/20/99",1,230612,2,2,1,19,8000,0,1.60000002384186,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
224,"6/20/99",1,230711,2,2,1,17,0,0,3.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
225,"6/20/99",1,230811,2,2,1,16,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
226,"6/20/99",1,230811,3,3,1,17,0,0,0.0900000035762787,7,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
227,"6/20/99",1,230811,10,10,1,15,6000,0,6.44000005722046,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
228,"6/20/99",1,231011,2,2,1,14,375,0,1.5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
229,"6/20/99",1,231111,2,2,1,15,1500,0,1.60000002384186,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
230,"6/20/99",1,231211,6,6,1,15,0,0,0,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
231,"6/20/99",1,231212,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
153,"9/06/99",1,240119,2,2,1,15,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
154,"9/08/99",1,240119,3,3,1,14,8000,0,6.44000005722046,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
169,"9/08/99",1,240149,2,2,1,15,1000,0,17,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,240159,2,2,1,15,32000,0,19.2999992370605,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"9/08/99",1,240219,2,2,1,15,0,0,60,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
156,"9/08/99",1,240219,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
170,"9/08/99",1,240249,2,2,1,15,1000,0,11.1999998092651,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
176,"9/08/99",1,240259,3,3,1,15,0,0,8.05000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
177,"9/08/99",1,240259,4,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
178,"9/08/99",1,240259,5,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"9/08/99",1,240319,2,2,1,15,1300,0,9.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
171,"9/08/99",1,240349,2,2,1,15,20000,0,16,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
179,"9/08/99",1,240359,2,2,1,15,0,0,6.40000009536743,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
180,"9/08/99",1,240359,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
181,"9/08/99",1,240359,7,7,1,16,0,0,4.80000019073486,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
158,"9/08/99",1,240419,2,2,1,15,0,0,0.400000005960464,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
172,"9/08/99",1,240449,2,2,1,15,2000,0,0.400000005960464,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
182,"9/08/99",1,240459,2,2,1,15,0,0,19.2999992370605,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
159,"9/08/99",1,240519,2,2,1,15,0,0,3.22000002861023,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
173,"9/08/99",1,240549,2,2,1,15,0,0,16.1000003814697,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
174,"9/08/99",1,240549,3,3,1,13,5000,0,1.60000002384186,24,2,1997,3
183,"9/08/99",1,240559,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
160,"9/08/99",1,240619,2,2,1,15,2850,0,1.60000002384186,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
161,"9/08/99",1,240719,2,2,1,15,3000,0,6.40000009536743,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
162,"9/08/99",1,240819,2,2,1,15,0,0,11.2700004577637,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
163,"9/08/99",1,240819,3,3,1,16,0,0,6.40000009536743,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
164,"9/08/99",1,240819,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
165,"9/08/99",1,240819,7,7,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
166,"9/08/99",1,240819,11,11,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
167,"9/08/99",1,240919,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
168,"9/08/99",1,241019,2,2,1,15,7000,0,40,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
280,"6/23/99",1,310111,2,2,1,20,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
281,"6/27/99",1,310111,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"9/01/99",1,310111,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
303,"6/27/99",1,310141,2,2,1,18,0,0,6,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"9/01/99",1,310141,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"9/01/99",1,310141,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
309,"6/27/99",1,310151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
282,"6/27/99",1,310211,2,2,1,12,0,0,1,0,1,1997,2
304,"6/27/99",1,310241,2,2,1,18,0,0,0.100000001490116,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
305,"6/27/99",1,310241,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
