"casenum","date","weight_","hhcode","pid","respid","s13_1q3","s13_1q4","s13_1q5","s13_1q6","s13_1q7","s13_1q8","s13_1q9","s13_1q10","s13_1q11"
373,"6/28/99",1,1430459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
340,"6/28/99",1,1430521,2,2,1,20,7000,0,12,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
365,"6/28/99",1,1430541,2,2,1,19,0,0,8,15,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
366,"6/28/99",1,1430541,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
367,"6/28/99",1,1430541,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
341,"6/28/99",1,1430621,2,2,1,18,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/25/99",1,1430621,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/25/99",1,1430621,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
368,"6/28/99",1,1430641,2,2,1,15,0,0,3,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/25/99",1,1430641,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
342,"6/28/99",1,1430731,2,2,1,17,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
343,"6/28/99",1,1430731,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
344,"6/28/99",1,1430731,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
345,"6/28/99",1,1430821,2,2,1,13,0,0,8,60,1,1998,1
346,"6/28/99",1,1430821,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
347,"6/28/99",1,1430921,2,2,1,22,3000,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
348,"6/28/99",1,1431031,2,2,1,18,0,0,16,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
349,"6/28/99",1,1431121,2,2,1,17,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
350,"6/28/99",1,1431121,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
351,"6/28/99",1,1431121,7,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
352,"6/28/99",1,1431331,2,2,1,18,0,0,25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
353,"6/28/99",1,1431331,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
354,"6/28/99",1,1431421,5,3,1,20,8000,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
355,"6/28/99",1,1431521,6,6,1,20,0,0,25,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
356,"6/28/99",1,1431522,2,2,1,20,0,0,25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
357,"6/28/99",1,1431621,2,1,1,19,0,0,2,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
358,"6/28/99",1,1431721,2,2,1,17,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
359,"6/28/99",1,1431721,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
360,"6/28/99",1,1431721,7,7,1,18,0,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"6/01/99",1,1510121,2,2,1,16,2000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"6/01/99",1,1510141,1,2,1,10,0,0,1,0,1,1978,1.79769313486232e+308
48,"6/01/99",1,1510141,4,2,1,12,10000,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"6/01/99",1,1510151,5,5,1,14,3000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"6/01/99",1,1510151,9,5,1,16,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"6/01/99",1,1510221,2,2,1,12,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"6/01/99",1,1510221,5,2,1,14,3000,150,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"6/01/99",1,1510241,2,1,1,16,3000,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"6/01/99",1,1510251,5,1,1,16,2500,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"6/01/99",1,1510252,1,1,1,7,0,0,10,168,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"6/01/99",1,1510321,2,2,1,13,2500,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"6/01/99",1,1510341,2,1,1,9,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"6/01/99",1,1510351,2,1,1,12,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"9/12/99",1,1510421,5,4,1,11,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"9/12/99",1,1510421,7,4,1,15,4000,0,15,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"9/12/99",1,1510421,8,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"6/01/99",1,1510441,2,2,1,13,0,0,8,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/18/99",1,1510441,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"6/01/99",1,1510441,6,2,1,14,4000,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"6/01/99",1,1510441,8,2,1,13,10000,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"6/01/99",1,1510459,3,4,1,15,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"6/01/99",1,1510459,5,4,1,18,7000,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"6/01/99",1,1510459,9,4,1,23,3000,0,8,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"6/01/99",1,1510459,12,4,1,15,3000,0,20,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"6/01/99",1,1510521,6,1,1,12,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"6/01/99",1,1510541,2,1,1,10,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"6/01/99",1,1510621,3,1,1,8,0,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"6/01/99",1,1510621,4,1,1,12,0,0,12,0,2,1998,1.79769313486232e+308
37,"6/01/99",1,1510621,10,1,1,12,1000,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"6/01/99",1,1510721,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"6/01/99",1,1510722,2,1,1,13,3000,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"6/01/99",1,1510821,3,3,1,12,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"6/01/99",1,1510921,3,3,1,14,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
42,"6/01/99",1,1511021,3,1,1,14,0,0,0.100000001490116,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"6/01/99",1,1511021,5,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"6/01/99",1,1511022,2,2,1,18,4000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"6/01/99",1,1511121,3,1,1,14,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/18/99",1,1511121,5,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"6/01/99",1,1511221,2,1,1,12,0,15,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"5/30/99",1,1520121,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"5/30/99",1,1520122,2,2,1,19,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"5/30/99",1,1520141,4,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"5/30/99",1,1520141,5,3,1,15,0,0,30,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"5/30/99",1,1520151,3,3,1,14,1300,250,10,40,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"5/30/99",1,1520221,4,1,1,17,1500,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"5/30/99",1,1520241,2,2,1,15,0,500,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,1520241,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"5/30/99",1,1520251,10,1,1,15,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"5/30/99",1,1520252,2,2,1,15,0,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"5/30/99",1,1520321,2,2,1,17,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"5/30/99",1,1520321,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"5/30/99",1,1520341,6,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"5/30/99",1,1520341,7,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"5/30/99",1,1520342,2,1,1,23,2000,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"5/30/99",1,1520351,7,7,1,14,100000,0,3,36,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"5/30/99",1,1520351,15,7,1,22,90000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"5/30/99",1,1520352,2,2,1,16,30000,2000,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"5/30/99",1,1520353,2,2,1,13,6000,0,11,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/25/99",1,1520353,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"5/30/99",1,1520421,3,1,1,14,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"5/30/99",1,1520441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"5/30/99",1,1520459,2,1,1,13,10000,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/25/99",1,1520459,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"5/30/99",1,1520521,2,1,1,17,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"5/30/99",1,1520541,3,4,1,15,0,0,1,0,2,1996,9
55,"5/30/99",1,1520541,5,4,1,15,14000,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"9/12/99",1,1520621,8,1,1,14,4000,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"5/30/99",1,1520622,2,1,1,18,8000,0,9,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"5/30/99",1,1520721,2,1,1,15,2000,200,0.100000001490116,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/25/99",1,1520721,5,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"5/30/99",1,1520821,3,1.79769313486232e+308,1,14,5800,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"5/30/99",1,1520921,2,1,1,14,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"5/30/99",1,1520921,5,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"5/30/99",1,1521021,4,4,1,12,200,0,35,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"9/12/99",1,1521121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"5/30/99",1,1521122,2,1,1,16,40000,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"5/30/99",1,1521221,2,2,1,16,0,0,0.25,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"8/08/99",1,1530121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"8/08/99",1,1530141,2,1,1,16,0,0,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"8/08/99",1,1530151,3,1,1,12,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"8/08/99",1,1530221,6,1,1,18,5000,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"8/08/99",1,1530222,2,2,1,17,60000,0,10,60,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"8/08/99",1,1530222,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"8/08/99",1,1530241,2,1,1,12,8000,0,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
98,"8/08/99",1,1530251,2,1,1,14,20000,0,30,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"8/08/99",1,1530321,2,1,1,13,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"8/08/99",1,1530341,4,1,1,14,3500,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"8/08/99",1,1530351,2,1,1,15,3500,0,10,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,1530351,3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"8/08/99",1,1530441,3,1,1,12,0,0,0.200000002980232,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"8/08/99",1,1530459,2,1,1,12,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"8/08/99",1,1530459,3,1,1,14,1500,0,4,0,2,1998,10
84,"8/08/99",1,1530521,2,1,1,10,0,0,2.5,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"8/08/99",1,1530541,4,1,1,10,0,0,140,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"8/08/99",1,1530621,2,1,1,12,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"8/08/99",1,1530821,3,1,1,14,1000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"8/08/99",1,1530921,2,1,1,16,0,0,5,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"8/08/99",1,1531021,2,1,1,11,4000,0,0.200000002980232,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"8/08/99",1,1531121,7,1,1,14,5000,0,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"8/08/99",1,1531122,2,2,1,12,10000,0,20,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"8/08/99",1,1531221,6,1,1,14,40000,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
164,"6/13/99",1,1610121,2,2,1,16,3500,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
185,"6/15/99",1,1610141,2,2,1,20,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
186,"6/15/99",1,1610141,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
194,"6/15/99",1,1610151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
165,"6/15/99",1,1610221,2,2,1,16,6500,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
187,"6/15/99",1,1610241,2,2,1,18,0,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/21/99",1,1610241,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
195,"6/15/99",1,1610251,2,2,1,16,0,0,15,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
196,"6/15/99",1,1610251,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
197,"6/15/99",1,1610252,2,2,1,16,10000,100,15,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
188,"6/15/99",1,1610341,2,2,1,16,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
189,"6/15/99",1,1610342,2,2,1,12,4500,0,3,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
198,"6/15/99",1,1610351,2,2,1,12,1500,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
166,"6/15/99",1,1610421,2,2,1,15,0,0,30,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
190,"6/15/99",1,1610441,2,2,1,16,1000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
199,"6/15/99",1,1610459,2,2,1,16,3000,0,0.00999999977648258,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/21/99",1,1610459,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
167,"6/15/99",1,1610521,3,3,1,14,5000,0,1,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
191,"6/15/99",1,1610541,2,2,1,14,0,0,0.100000001490116,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
192,"6/15/99",1,1610541,7,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
193,"6/15/99",1,1610542,2,2,1,18,10000,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
168,"6/15/99",1,1610621,2,2,1,16,0,0,20,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
169,"6/15/99",1,1610721,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
170,"6/15/99",1,1610722,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
171,"6/15/99",1,1610821,2,1.79769313486232e+308,1,16,0,0,8,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/21/99",1,1610821,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
172,"6/15/99",1,1610822,2,2,1,16,1500,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
173,"6/15/99",1,1610921,2,2,1,13,0,0,0.5,0,1,1993,6
174,"6/15/99",1,1610922,2,2,1,15,5000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
175,"6/15/99",1,1610923,2,2,1,18,2000,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
176,"6/15/99",1,1610924,2,2,1,15,7000,0,8,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
177,"6/15/99",1,1611021,7,7,1,20,11000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
178,"6/15/99",1,1611021,8,8,1,16,2500,0,40,0,2,1996,1.79769313486232e+308
179,"6/15/99",1,1611022,2,2,1,20,5000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
180,"6/15/99",1,1611121,2,2,1,14,5000,0,0.00999999977648258,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
181,"6/15/99",1,1611121,3,3,1,15,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
182,"6/15/99",1,1611121,5,5,1,19,10000,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,1611121,12,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
183,"6/15/99",1,1611221,2,2,1,15,3000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
184,"6/15/99",1,1611222,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"8/01/99",1,1620121,2,2,1,15,0,0,0.00999999977648258,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"8/03/99",1,1620121,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"8/03/99",1,1620141,2,2,1,18,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"8/03/99",1,1620151,2,2,1,15,800,0,0.00999999977648258,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"8/03/99",1,1620151,3,2,1,14,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"8/03/99",1,1620221,2,2,1,15,2500,0,0.00999999977648258,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,1620221,3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
