"casenum","date","weight_","hhcode","crisisid","crisisde","loss","hcf1","hcf2","exp"
10,"9/11/99",1,1941039,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"9/11/99",1,1941139,8,"Huge expenditure due to illness",10000,2,1.79769313486232e+308,10000
12,"9/11/99",1,1941139,12,"Land related litigation",5000,2,1.79769313486232e+308,5000
13,"9/11/99",1,1941239,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"9/11/99",1,1941339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"9/11/99",1,1941439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"9/11/99",1,1941539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"10/10/99",1,2010131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
106,"10/10/99",1,2010141,2,"Crop damage",7000,1,1.79769313486232e+308,1.79769313486232e+308
107,"10/10/99",1,2010141,7,"Damage to house/land due to cyclone",2000,2,1.79769313486232e+308,52000
114,"10/10/99",1,2010151,2,"Crop damage",4000,1,1.79769313486232e+308,1.79769313486232e+308
115,"10/10/99",1,2010151,7,"Damage to house/land due to cyclone",5000,2,1.79769313486232e+308,8000
86,"10/10/99",1,2010231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
108,"10/10/99",1,2010241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
116,"10/10/99",1,2010251,7,"Damage to house/land due to cyclone",500,1,1.79769313486232e+308,1.79769313486232e+308
117,"10/10/99",1,2010252,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"10/10/99",1,2010331,2,"Crop damage",1200,1,1.79769313486232e+308,1.79769313486232e+308
109,"10/10/99",1,2010341,2,"Crop damage",3000,1,1.79769313486232e+308,1.79769313486232e+308
118,"10/10/99",1,2010351,2,"Crop damage",6000,1,1.79769313486232e+308,1.79769313486232e+308
119,"10/10/99",1,2010351,5,"Death of cow/buffalo",6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"10/10/99",1,2010431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
110,"10/10/99",1,2010441,5,"Death of cow/buffalo",5000,1,1.79769313486232e+308,1.79769313486232e+308
120,"10/10/99",1,2010459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"10/10/99",1,2010531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
111,"10/10/99",1,2010541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
112,"10/10/99",1,2010542,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
113,"10/10/99",1,2010543,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"10/10/99",1,2010631,2,"Crop damage",2400,1,1.79769313486232e+308,1.79769313486232e+308
91,"10/10/99",1,2010731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"10/10/99",1,2010831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"10/10/99",1,2010931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"10/10/99",1,2011031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"10/10/99",1,2011131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"10/10/99",1,2011132,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"10/10/99",1,2011231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
98,"10/10/99",1,2011339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"10/10/99",1,2011439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"10/10/99",1,2011539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"10/10/99",1,2011639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"10/10/99",1,2011739,15,"Undue harrassment by police",4000,2,1.79769313486232e+308,4000
103,"10/10/99",1,2011839,8,"Huge expenditure due to illness",500,2,1.79769313486232e+308,400
104,"10/10/99",1,2011939,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
105,"10/10/99",1,2012039,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"9/29/99",1,2020131,2,"Crop damage",8000,17,1.79769313486232e+308,4000
40,"9/29/99",1,2020132,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"9/29/99",1,2020133,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"9/29/99",1,2020141,8,"Huge expenditure due to illness",800,2,1.79769313486232e+308,800
78,"9/29/99",1,2020151,30,"Others",80000,1,1.79769313486232e+308,1.79769313486232e+308
42,"9/29/99",1,2020231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"9/29/99",1,2020232,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"9/29/99",1,2020241,8,"Huge expenditure due to illness",1500,18,1.79769313486232e+308,1500
79,"9/29/99",1,2020251,1,"Death of primary income eraner",1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308
80,"9/29/99",1,2020251,2,"Crop damage",4000,1,1.79769313486232e+308,1.79769313486232e+308
81,"9/29/99",1,2020251,7,"Damage to house/land due to cyclone",2000,2,1.79769313486232e+308,2000
82,"9/29/99",1,2020252,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"9/29/99",1,2020331,15,"Undue harrassment by police",3000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"9/29/99",1,2020332,15,"Undue harrassment by police",3000,2,1.79769313486232e+308,3000
46,"9/29/99",1,2020333,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"9/29/99",1,2020341,9,"Loss of money",20000,2,1.79769313486232e+308,800
75,"9/29/99",1,2020341,30,"Others",95000,1,1.79769313486232e+308,1.79769313486232e+308
83,"9/29/99",1,2020351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"9/29/99",1,2020431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"9/29/99",1,2020432,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"9/29/99",1,2020441,24,"Expenditure for daughter's marriage",1.79769313486232e+308,2,1.79769313486232e+308,2000
84,"9/29/99",1,2020459,2,"Crop damage",2000,1,1.79769313486232e+308,1.79769313486232e+308
49,"9/29/99",1,2020531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"9/29/99",1,2020541,7,"Damage to house/land due to cyclone",500,2,1.79769313486232e+308,1.79769313486232e+308
50,"9/29/99",1,2020631,7,"Damage to house/land due to cyclone",3000,18,1.79769313486232e+308,3000
51,"9/29/99",1,2020631,24,"Expenditure for daughter's marriage",15000,2,18,1.79769313486232e+308
52,"9/29/99",1,2020731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"9/29/99",1,2020831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"9/29/99",1,2020832,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"9/29/99",1,2020931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"9/29/99",1,2020932,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"9/29/99",1,2021031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"9/29/99",1,2021032,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"9/29/99",1,2021131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"9/29/99",1,2021231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"9/29/99",1,2021232,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"9/29/99",1,2021339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"9/29/99",1,2021439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"9/29/99",1,2021539,2,"Crop damage",1500,1,1.79769313486232e+308,1.79769313486232e+308
65,"9/29/99",1,2021639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"9/29/99",1,2021739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"9/29/99",1,2021839,16,"Expenditure incurred on court/polic",2000,2,1.79769313486232e+308,2000
68,"9/29/99",1,2021939,8,"Huge expenditure due to illness",1500,2,1.79769313486232e+308,1500
69,"9/29/99",1,2022039,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"9/29/99",1,2022139,8,"Huge expenditure due to illness",4000,2,1.79769313486232e+308,4000
71,"9/29/99",1,2022239,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"7/20/99",1,2030131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
124,"7/20/99",1,2030141,7,"Damage to house/land due to cyclone",9000,1,1.79769313486232e+308,1.79769313486232e+308
133,"7/20/99",1,2030151,8,"Huge expenditure due to illness",33000,3,22,33000
134,"7/20/99",1,2030152,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"7/20/99",1,2030231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
125,"7/20/99",1,2030241,2,"Crop damage",18000,1,1.79769313486232e+308,1.79769313486232e+308
126,"7/20/99",1,2030241,5,"Death of cow/buffalo",12000,2,1.79769313486232e+308,3200
127,"7/20/99",1,2030241,7,"Damage to house/land due to cyclone",4000,2,1.79769313486232e+308,1000
128,"7/20/99",1,2030241,8,"Huge expenditure due to illness",4700,2,1.79769313486232e+308,1.79769313486232e+308
129,"7/20/99",1,2030241,24,"Expenditure for daughter's marriage",70000,2,5,70000
135,"7/20/99",1,2030251,2,"Crop damage",8000,2,1.79769313486232e+308,4000
136,"7/20/99",1,2030251,8,"Huge expenditure due to illness",6000,2,1.79769313486232e+308,6000
104,"7/20/99",1,2030331,7,"Damage to house/land due to cyclone",2600,1,1.79769313486232e+308,1.79769313486232e+308
105,"7/20/99",1,2030331,30,"Others",3000,1,1.79769313486232e+308,1.79769313486232e+308
130,"7/20/99",1,2030341,30,"Others",12000,2,7,12000
131,"7/20/99",1,2030342,30,"Others",1200,25,1.79769313486232e+308,1200
137,"7/20/99",1,2030351,2,"Crop damage",8800,5,24,1000
138,"7/20/99",1,2030351,8,"Huge expenditure due to illness",20000,17,25,20000
106,"7/20/99",1,2030431,7,"Damage to house/land due to cyclone",1500,2,1.79769313486232e+308,1500
107,"7/20/99",1,2030431,30,"Others",700,1,1.79769313486232e+308,1.79769313486232e+308
108,"7/20/99",1,2030432,7,"Damage to house/land due to cyclone",1200,2,5,1200
109,"7/20/99",1,2030432,8,"Huge expenditure due to illness",1000,2,5,1000
132,"7/20/99",1,2030441,7,"Damage to house/land due to cyclone",3200,25,1.79769313486232e+308,3200
139,"7/20/99",1,2030459,2,"Crop damage",7000,1,1.79769313486232e+308,1.79769313486232e+308
110,"7/20/99",1,2030531,2,"Crop damage",8000,17,1.79769313486232e+308,2700
111,"7/20/99",1,2030731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
112,"7/20/99",1,2030831,8,"Huge expenditure due to illness",7000,3,7,7000
113,"7/20/99",1,2030931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"7/20/99",1,2031031,24,"Expenditure for daughter's marriage",14000,1.79769313486232e+308,1.79769313486232e+308,14000
115,"7/20/99",1,2031131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
116,"7/20/99",1,2031231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
117,"7/20/99",1,2031339,2,"Crop damage",6000,2,1.79769313486232e+308,6000
118,"7/20/99",1,2031339,5,"Death of cow/buffalo",2000,1,1.79769313486232e+308,1.79769313486232e+308
119,"7/20/99",1,2031339,7,"Damage to house/land due to cyclone",1500,2,5,1500
120,"7/20/99",1,2031339,30,"Others",1800,2,5,1500
121,"7/20/99",1,2031439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
122,"7/20/99",1,2031539,7,"Damage to house/land due to cyclone",3000,1,1.79769313486232e+308,1.79769313486232e+308
123,"7/20/99",1,2031639,30,"Others",540,1,1.79769313486232e+308,1.79769313486232e+308
204,"6/23/99",1,2110131,2,"Crop damage",7200,2,1.79769313486232e+308,3000
226,"6/23/99",1,2110141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
227,"6/23/99",1,2110142,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
233,"6/23/99",1,2110151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
205,"6/23/99",1,2110231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
228,"6/23/99",1,2110241,8,"Huge expenditure due to illness",2000,20,1.79769313486232e+308,2000
229,"6/23/99",1,2110242,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
234,"6/23/99",1,2110251,2,"Crop damage",25000,22,1.79769313486232e+308,8000
206,"6/23/99",1,2110331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
230,"6/23/99",1,2110341,2,"Crop damage",3600,23,1.79769313486232e+308,3000
235,"6/23/99",1,2110351,2,"Crop damage",25000,5,18,20000
207,"6/23/99",1,2110431,7,"Damage to house/land due to cyclone",1500,15,1.79769313486232e+308,1000
231,"6/23/99",1,2110441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
236,"6/23/99",1,2110459,2,"Crop damage",20000,7,12,11700
237,"6/23/99",1,2110459,5,"Death of cow/buffalo",5000,1,1.79769313486232e+308,0
208,"6/23/99",1,2110531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
232,"6/23/99",1,2110541,2,"Crop damage",12000,5,1.79769313486232e+308,2000
209,"6/23/99",1,2110631,24,"Expenditure for daughter's marriage",25000,17,18,19000
210,"6/23/99",1,2110731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
211,"6/23/99",1,2110831,21,"Torture for dowry",1.79769313486232e+308,4,2,15000
212,"6/23/99",1,2110831,24,"Expenditure for daughter's marriage",4000,2,1.79769313486232e+308,4000
213,"6/23/99",1,2110832,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
214,"6/23/99",1,2110931,8,"Huge expenditure due to illness",15000,18,22,8000
215,"6/23/99",1,2111031,2,"Crop damage",3600,7,1.79769313486232e+308,2000
216,"6/23/99",1,2111131,2,"Crop damage",7200,23,1.79769313486232e+308,3000
217,"6/23/99",1,2111231,21,"Torture for dowry",1.79769313486232e+308,4,2,10000
218,"6/23/99",1,2111232,7,"Damage to house/land due to cyclone",1500,2,5,15000
219,"6/23/99",1,2111233,9,"Loss of money",1000,1,1.79769313486232e+308,0
220,"6/23/99",1,2111339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
221,"6/23/99",1,2111439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
222,"6/23/99",1,2111539,8,"Huge expenditure due to illness",5000,7,1.79769313486232e+308,5000
223,"6/23/99",1,2111639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
224,"6/23/99",1,2111739,8,"Huge expenditure due to illness",4000,18,19,4000
225,"6/23/99",1,2111839,8,"Huge expenditure due to illness",2000,22,1.79769313486232e+308,2000
19,"8/03/95",1,2120131,2,"Crop damage",5000,2,1.79769313486232e+308,3000
6,"6/19/99",1,2120141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"6/19/99",1,2120142,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"6/19/99",1,2120151,11,"Threat of evacaution from land",1.79769313486232e+308,2,3,15000
20,"8/03/95",1,2120231,3,"Burglery/Theft",3000,2,1.79769313486232e+308,1200
21,"8/03/95",1,2120231,21,"Torture for dowry",1.79769313486232e+308,18,1.79769313486232e+308,4000
8,"6/19/99",1,2120241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"6/19/99",1,2120251,2,"Death of primary income eraner",33000,18,1.79769313486232e+308,28000
15,"6/19/99",1,2120251,3,"Crop damage",1200,7,1.79769313486232e+308,1000
22,"8/03/95",1,2120331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"6/19/99",1,2120341,11,"Threat of evacaution from land",1.79769313486232e+308,4,1.79769313486232e+308,4400
10,"6/19/99",1,2120342,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"6/19/99",1,2120351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"6/19/99",1,2120352,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"8/03/95",1,2120431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"6/19/99",1,2120441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"6/19/99",1,2120459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"8/03/95",1,2120531,2,"Crop damage",1200,2,1.79769313486232e+308,1200
12,"6/19/99",1,2120541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"8/03/95",1,2120631,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"8/03/95",1,2120731,8,"Huge expenditure due to illness",2500,18,20,1500
27,"8/03/95",1,2120831,16,"Expenditure incurred on court/polic",8000,22,23,8000
28,"8/03/95",1,2120831,21,"Torture for dowry",1.79769313486232e+308,18,1.79769313486232e+308,11500
29,"8/03/95",1,2120831,24,"Expenditure for daughter's marriage",5000,18,1.79769313486232e+308,5000
30,"8/03/95",1,2120931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"8/03/95",1,2120932,8,"Huge expenditure due to illness",2200,2,15,2200
32,"8/03/95",1,2120933,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"8/03/95",1,2121031,16,"Expenditure incurred on court/polic",6000,2,7,6000
34,"8/03/95",1,2121131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"8/03/95",1,2121231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"8/03/95",1,2121232,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"8/03/95",1,2121339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"7/29/95",1,2121439,11,"Threat of evacaution from land",1.79769313486232e+308,5,21,15000
2,"6/19/99",1,2121539,1,"Death of primary income eraner",1.79769313486232e+308,15,1.79769313486232e+308,5000
3,"6/19/99",1,2121639,24,"Expenditure for daughter's marriage",10000,2,4,10000
4,"6/19/99",1,2121739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"6/19/99",1,2121839,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"8/30/99",1,2130131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
164,"8/30/99",1,2130141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
170,"8/30/99",1,2130151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
138,"8/30/99",1,2130231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
165,"8/30/99",1,2130241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
166,"8/30/99",1,2130242,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
139,"8/30/99",1,2130331,10,"Evacuation from land",4500,1,1,1.79769313486232e+308
167,"8/30/99",1,2130341,3,"Burglery/Theft",1200,1,1,1.79769313486232e+308
171,"8/30/99",1,2130351,1,"Death of primary income eraner",1.79769313486232e+308,12,22,4200
140,"8/30/99",1,2130431,24,"Expenditure for daughter's marriage",20000,4,18,20000
141,"8/30/99",1,2130432,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
168,"8/30/99",1,2130441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
172,"8/30/99",1,2130459,2,"Crop damage",10000,2,5,500
142,"8/30/99",1,2130531,30,"Others",10500,7,1.79769313486232e+308,6000
169,"8/30/99",1,2130541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
143,"8/30/99",1,2130631,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
144,"8/30/99",1,2130731,8,"Huge expenditure due to illness",26000,2,4,26000
145,"8/30/99",1,2130831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
146,"8/30/99",1,2130832,3,"Burglery/Theft",1500,5,1.79769313486232e+308,1500
147,"8/30/99",1,2130931,6,"Damage to house/land due to erosion",3000,2,5,300
148,"8/30/99",1,2130932,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
149,"8/30/99",1,2130933,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
150,"8/30/99",1,2130934,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
151,"8/30/99",1,2131031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"8/30/99",1,2131131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
153,"8/30/99",1,2131132,15,"Undue harrassment by police",12000,2,22,1200
154,"8/30/99",1,2131231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"8/30/99",1,2131339,5,"Death of cow/buffalo",6000,2,4,6000
156,"8/30/99",1,2131439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"8/30/99",1,2131539,3,"Burglery/Theft",3500,5,1.79769313486232e+308,3500
158,"8/30/99",1,2131639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
159,"8/30/99",1,2131739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
160,"8/30/99",1,2131839,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
161,"8/30/99",1,2131939,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
162,"8/30/99",1,2132039,8,"Huge expenditure due to illness",5000,2,1.79769313486232e+308,5000
163,"8/30/99",1,2132139,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
